,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price
508,"210 SW Marsh Wren StreetLee's Summit, MO 64082","4Bedrms3Full Bath(s)1Half Bath(s)3,288SqftBuilt in1994Single Family",3288,0.5,4,3,1,285000
509,"21325 S Jefferson ParkwayPleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,335SqftBuilt in20151AcresSingle Family",2335,1,3,3,0,285000
510,"609 Finch StreetRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,624SqftBuilt in19850AcresSingle Family",2624,0.35,3,3,0,285000
511,"26507 E 273rd StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)1,350SqftBuilt in197017.5AcresSingle Family",1350,17.5,3,3,0,285000
512,"1808 Chelsea CirclePleasant Hill, MO 64080","3Bedrms3Full Bath(s)1Half Bath(s)2,844SqftBuilt in19980.4AcresSingle Family",2844,0.4,3,3,1,285000
513,"12305 Astor CourtPeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,928SqftBuilt in2006Single Family",2928,0.35,3,2,1,285000
514,"22912 S Creekview DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,150SqftBuilt in2020Single Family",2150,0.35,4,3,0,286000
515,"11712 E 229th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,150SqftBuilt in2018Single Family",2150,0.35,4,3,0,286500
516,"1602 Shane LaneBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,016SqftSingle Family",2016,0.35,4,3,0,287000
517,"16506 Fairway RoadBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,993SqftBuilt in2005Single Family",2993,0.35,4,3,0,287000
518,"1309 Faulkner DrivePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,100SqftBuilt in2017Single Family",2100,0.35,4,3,0,287500
519,"12107 Canna CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)3,392SqftBuilt in20060.28AcresSingle Family",3392,0.28,4,3,0,287500
520,"1302 Mission DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,968SqftBuilt in2017Single Family",1968,0.25,4,2,1,287850
521,"13509 E Harvest LanePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)2,164SqftBuilt in19952.2AcresSingle Family",2164,2.2,3,2,0,288725
522,"702 Quincy CourtBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,224SqftBuilt in20170.29AcresSingle Family",2224,0.29,4,3,0,289000
523,"417 E 166th CourtBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,859SqftBuilt in2018Single Family",1859,0.25,3,2,1,289000
524,"415 Fairway RoadBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,859SqftBuilt in2019Single Family",1859,0.25,3,2,1,289000
525,"312 Alder DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,288SqftBuilt in2007Single Family",2288,0.35,4,2,1,289900
526,"3015 E Canyon WayHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,200SqftBuilt in2020Single Family",2200,0.35,4,3,0,289900
527,"1919 Parkview DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,947SqftBuilt in2017Single Family",1947,0.25,4,2,1,289900
528,"2014 Creek View LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,401SqftSingle Family",1401,0.2,3,2,0,289900
529,"1548 SW Cornwall RoadLee's Summit, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,909SqftBuilt in2017Single Family",1909,0.25,3,2,1,289950
530,"1704 Pam CourtBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,016SqftBuilt in2019Single Family",2016,0.35,4,3,0,289950
531,"1708 Pam CourtBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,016SqftSingle Family",2016,0.35,4,3,0,289950
532,"4801 SW Beckham DriveLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,114SqftBuilt in2017Single Family",2114,0.35,4,2,1,289990
533,"1124 SW Whitby RoadLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,505SqftBuilt in2018Single Family",1505,0.25,3,2,0,289990
534,"22809 S State Line RoadCleveland, MO 64734","3Bedrms2Full Bath(s)0Half Bath(s)2,069SqftBuilt in20063.01AcresSingle Family",2069,3,3,2,0,290000
535,"1502 Sugarland ParkwayPleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,734SqftBuilt in19940.76AcresSingle Family",2734,0.76,3,3,0,290000
536,"20012 S Stockman RoadBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,630SqftBuilt in19973.5AcresSingle Family",1630,3.5,3,2,0,290000
537,"10605 E 241st TerracePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,953Sqft2.8AcresSingle Family",1953,2.8,3,2,0,290000
538,"25500 E State Route 2 HighwayHarrisonville, MO 64701","4Bedrms3Full Bath(s)1Half Bath(s)2,801SqftBuilt in19883.01AcresSingle Family",2801,3,4,3,1,290000
539,"806 Cedar Ridge DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,914SqftBuilt in2019Single Family",1914,0.25,4,3,0,291400
540,"30519 S Lone Tree RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,790SqftBuilt in19967.5AcresSingle Family",2790,7.5,3,2,1,291800
541,"12105 Canna CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)3,132SqftBuilt in2006Single Family",3132,0.5,4,3,0,291999
542,"5133 SW Mallard PointLee's Summit, MO 64082","3Bedrms3Full Bath(s)0Half Bath(s)3,897SqftBuilt in1978Single Family",3897,0.5,3,3,0,292000
543,"405 Eagle Glen DriveRaymore, MO 64083","5Bedrms3Full Bath(s)0Half Bath(s)2,800SqftBuilt in20070.23AcresSingle Family",2800,0.23,5,3,0,292000
544,"1316 SW Cornwall RoadLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,505SqftBuilt in2019Single Family",1505,0.25,3,2,0,292000
545,"311 Alder DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,440SqftBuilt in2013Single Family",2440,0.35,4,3,0,292500
546,"716 S Franklin StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,400SqftBuilt in2016Single Family",2400,0.35,4,3,0,292500
547,"16905 Meadow Creek CircleBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,250SqftBuilt in2017Single Family",2250,0.35,4,3,0,293000
548,"1405 Rylee CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,914SqftSingle Family",1914,0.25,4,3,0,293400
549,"803 Eve Orchid DriveGreenwood, MO 64034","4Bedrms3Full Bath(s)0Half Bath(s)3,108SqftBuilt in2012Single Family",3108,0.5,4,3,0,293700
550,"1309 Belinder DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftBuilt in2019Single Family",1800,0.25,3,2,1,294715
551,"1221 SW Waterloo DriveLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,114SqftBuilt in2018Single Family",2114,0.35,4,2,1,294990
552,"1220 SW Cornwall RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,689SqftBuilt in20100.26AcresSingle Family",2689,0.26,4,2,1,295000
553,"1804 Meadow LanePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,673SqftSingle Family",1673,0.25,3,2,0,295000
554,"21515 S Phoenix DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)2,024SqftBuilt in19942AcresSingle Family",2024,2,3,2,0,295000
555,"2103 Continental AvenueHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)4,303SqftBuilt in1967Single Family",4303,0.5,4,3,0,295000
556,"611 Johnston ParkwayRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,052SqftBuilt in2005Single Family",3052,0.5,4,3,0,295000
557,"722 S Franklin StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,170SqftBuilt in2017Single Family",2170,0.35,4,2,1,295750
558,"317 SW Seagull StreetLee's Summit, MO 64082","4Bedrms3Full Bath(s)0Half Bath(s)3,224SqftBuilt in1994Single Family",3224,0.5,4,3,0,296000
559,"12303 S Burr Oak CourtPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,925SqftBuilt in2019Single Family",1925,0.25,4,2,1,296400
560,"9704 E Seville CirclePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)2,926SqftBuilt in20024.78AcresSingle Family",2926,4.78,3,2,1,297000
561,"4652 SW Soldier DriveLee's Summit, MO 64082","3Bedrms2Full Bath(s)0Half Bath(s)1,788SqftBuilt in2013Single Family",1788,0.25,3,2,0,297500
562,"2614 Ridgewood RoadHarrisonville, MO 64701","3Bedrms3Full Bath(s)1Half Bath(s)2,388SqftBuilt in2003Single Family",2388,0.35,3,3,1,297900
563,"1423 Brompton LaneRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,640SqftBuilt in2006Single Family",1640,0.25,2,2,0,298400
564,"914 Caribou CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,956SqftBuilt in20110.33AcresSingle Family",2956,0.33,4,3,0,299000
565,"608 Canyon DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,885SqftBuilt in19990.34AcresSingle Family",1885,0.34,3,2,0,299000
566,"12101 Canna CourtPeculiar, MO 64078","5Bedrms3Full Bath(s)0Half Bath(s)2,545SqftBuilt in2006Single Family",2545,0.35,5,3,0,299000
567,"711 Redtop LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,800SqftBuilt in2006Single Family",2800,0.35,3,3,0,299000
568,"1304 Mission DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,507SqftBuilt in2019Single Family",2507,0.35,3,2,1,299950
569,"1417 SW Fairfax RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,062SqftBuilt in2018Single Family",2062,0.35,4,2,1,299990
570,"905 Bellflower LaneGreenwood, MO 64034","5Bedrms3Full Bath(s)0Half Bath(s)2,082SqftBuilt in2013Single Family",2082,0.35,5,3,0,300000
571,"303 SW Seaside Sparrow StreetLee's Summit, MO 64082","3Bedrms3Full Bath(s)0Half Bath(s)2,090SqftBuilt in2000Single Family",2090,0.35,3,3,0,300000
572,"24405 S Rockhaven RoadPeculiar, MO 64078","6Bedrms4Full Bath(s)0Half Bath(s)3,018SqftBuilt in19715AcresSingle Family",3018,5,6,4,0,300000
573,"330 E Aspen StreetDrexel, MO 64742","3Bedrms3Full Bath(s)0Half Bath(s)6,151SqftBuilt in19961AcresSingle Family",6151,1,3,3,0,300000
574,"25110 Lone Pine DriveCleveland, MO 64734","3Bedrms2Full Bath(s)2Half Bath(s)3,530SqftBuilt in19754.27AcresSingle Family",3530,4.27,3,2,2,300000
575,"916 SW Soldier CourtLee's Summit, MO 64082","3Bedrms3Full Bath(s)0Half Bath(s)2,311SqftBuilt in2004Single Family",2311,0.35,3,3,0,300000
576,"914 Coyote DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,809SqftBuilt in2009Single Family",2809,0.35,4,3,1,300000
577,"22617 Frontier DrivePeculiar, MO 64078","5Bedrms3Full Bath(s)0Half Bath(s)2,675SqftBuilt in2014Single Family",2675,0.35,5,3,0,300000
578,"30109 E 222nd CourtPleasant Hill, MO 64080","4Bedrms2Full Bath(s)1Half Bath(s)2,814SqftBuilt in20027.2AcresSingle Family",2814,7.2,4,2,1,300000
579,"2015 Creek View LaneRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,401SqftSingle Family",1401,0.2,2,2,0,300825
580,"11804 Centennial StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,461SqftBuilt in2018Single Family",2461,0.35,4,3,0,302000
581,"1911 Creek View LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,466SqftBuilt in2017Single Family",2466,0.35,4,3,0,302000
582,"1700 Remington StreetPleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)3,300SqftBuilt in2002Single Family",3300,0.5,4,3,1,302500
583,"509 Pecan StreetRaymore, MO 64083","5Bedrms3Full Bath(s)0Half Bath(s)3,528SqftBuilt in2003Single Family",3528,0.5,5,3,0,302500
584,"1303 Buckeye LanePleasant Hill, MO 64080","4Bedrms2Full Bath(s)2Half Bath(s)2,891SqftBuilt in2005Single Family",2891,0.35,4,2,2,303000
585,"1408 SW Fairfax RoadLee's Summit, MO 64083","5Bedrms2Full Bath(s)1Half Bath(s)2,578SqftBuilt in2013Single Family",2578,0.35,5,2,1,303000
586,"1219 Wiltshire BoulevardRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,696SqftBuilt in20050.19AcresSingle Family",2696,0.19,3,2,1,303000
587,"1118 SW Cheshire DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,615SqftBuilt in2019Single Family",1615,0.25,3,2,0,303155
588,"1801 Winchester DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,486SqftBuilt in2006Single Family",1486,0.2,3,2,0,304000
589,"808 S Franklin StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,218SqftBuilt in2018Single Family",2218,0.35,4,2,1,304900
590,"2016 Creek View LaneRaymore, MO 64083","2Bedrms2Full Bath(s)0Half Bath(s)1,652SqftBuilt in2020Single Family",1652,0.25,2,2,0,305000
591,"616 Avondale LaneRaymore, MO 64083","5Bedrms3Full Bath(s)1Half Bath(s)3,045SqftBuilt in2008Single Family",3045,0.5,5,3,1,305000
592,"315 Alder DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,195SqftBuilt in2008Single Family",3195,0.5,4,3,1,305000
593,"27809 State Rt. T HighwayArchie, MO 64725","3Bedrms3Full Bath(s)0Half Bath(s)1,851SqftBuilt in199410AcresSingle Family",1851,10,3,3,0,305000
594,"25205 E 259 TerraceHarrisonville, MO 64701","4Bedrms3Full Bath(s)1Half Bath(s)2,478SqftBuilt in20002.3AcresSingle Family",2478,2.3,4,3,1,305000
595,"913 SW Soldier CourtLee's Summit, MO 64082","3Bedrms3Full Bath(s)0Half Bath(s)3,266SqftBuilt in2006Single Family",3266,0.5,3,3,0,305000
596,"19006 S Cleveland AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)3,073SqftBuilt in19855AcresSingle Family",3073,5,3,2,1,305000
597,"11804 Centennial StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,370SqftBuilt in2018Single Family",2370,0.35,4,3,0,305500
598,"201 N Eastglen DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,183SqftBuilt in2018Single Family",2183,0.35,4,3,0,305950
599,"6313 E Trott RoadBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)3,084SqftBuilt in19701.9AcresSingle Family",3084,1.9,3,2,1,306000
600,"504 Deer LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)2,616SqftBuilt in2001Single Family",2616,0.35,4,3,1,306000
601,"523 Chardonnay AvenueRaymore, MO 64083","4Bedrms2Full Bath(s)2Half Bath(s)2,368SqftBuilt in2017Single Family",2368,0.35,4,2,2,306500
602,"1102 SW Cheshire DriveLee's Summit, MO 64083","4Bedrms2Full Bath(s)0Half Bath(s)1,649SqftBuilt in2017Single Family",1649,0.25,4,2,0,306600
603,"12016 Astor CourtPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,947SqftBuilt in2019Single Family",1947,0.25,4,2,1,306750
604,"22902 S Creekview DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,430SqftBuilt in2020Single Family",2430,0.35,4,3,0,307000
605,"12203 Astor CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)1Half Bath(s)2,361SqftBuilt in2016Single Family",2361,0.35,4,3,1,307500
606,"1301 Ridge Tree LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,710SqftBuilt in2019Single Family",2710,0.35,4,3,0,307500
607,"12018 Astor CourtPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,947SqftBuilt in2019Single Family",1947,0.25,4,2,1,308000
608,"1007 Johnston DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,863SqftBuilt in1973Single Family",2863,0.35,4,2,1,308000
609,"20718 S Dean RoadBelton, MO 64012","4Bedrms3Full Bath(s)1Half Bath(s)3,216SqftBuilt in19802.93AcresSingle Family",3216,2.93,4,3,1,308500
610,"11708 Heritage DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,370SqftBuilt in2019Single Family",2370,0.35,4,3,0,309000
611,"1540 SW Cornwall RoadLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,615SqftBuilt in2019Single Family",1615,0.25,3,2,0,309000
612,"26606 E 203rd StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)2,664SqftBuilt in19765AcresSingle Family",2664,5,3,2,0,309000
613,"736 SW 163rd StreetLee's Summit, MO 64082","4Bedrms3Full Bath(s)0Half Bath(s)3,290SqftBuilt in19911.05AcresSingle Family",3290,1.05,4,3,0,309000
614,"1305 Belinder DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,733SqftBuilt in2019Single Family",1733,0.25,3,2,0,309450
615,"1502 Whispering RidgePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,917SqftBuilt in20130.75AcresSingle Family",1917,0.75,3,2,1,309500
616,"22511 Legacy DrivePeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)2,208SqftBuilt in2016Single Family",2208,0.35,4,2,1,309900
617,"1520 SW Fairfax DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,802SqftBuilt in2019Single Family",1802,0.25,3,2,0,309985
618,"1412 SW Fairfax RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,466SqftBuilt in2018Single Family",2466,0.35,4,2,1,309990
619,"1421 SW Sapperton RoadLee's Summit, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,062SqftBuilt in2017Single Family",2062,0.35,4,2,1,310000
620,"729 S Washington StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,069SqftBuilt in2012Single Family",2069,0.35,4,2,1,310000
621,"13806 E 198th StreetPeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)2,561Sqft4.28AcresSingle Family",2561,4.28,3,3,0,310000
622,"1518 Saddlebrook RoadRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,453SqftBuilt in2002Single Family",3453,0.5,4,3,0,310000
623,"1310 Mission DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,268SqftBuilt in2018Single Family",2268,0.35,4,3,0,310000
624,"1606 March LaneRaymore, MO 64083",2Bedrms2Full Bath(s)0Half Bath(s)Built in2018.26AcresSingle Family,1524,0.26,2,2,0,310000
625,"912 Doe DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,284SqftBuilt in2016Single Family",2284,0.35,4,3,0,310000
626,"26412 S Hickory Hills DriveHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,963SqftBuilt in19842.05AcresSingle Family",2963,2.05,4,3,0,310000
627,"1203 Logan DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)2,391SqftBuilt in2016Single Family",2391,0.35,3,2,1,310000
628,"28506 E 239th StreetHarrisonville, MO 64701","5Bedrms3Full Bath(s)0Half Bath(s)2,528SqftBuilt in1920Single Family",2528,0.35,5,3,0,310000
629,"907 Kodiak StreetRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,809SqftBuilt in2008Single Family",2809,0.35,4,3,1,310000
630,"407 E 220th StreetBelton, MO 64012",4Bedrms3Full Bath(s)0Half Bath(s)1SqftBuilt in19865.9AcresSingle Family,2032,5.9,4,3,0,310000
631,"12003 Astor CourtPeculiar, MO 64078","4Bedrms3Full Bath(s)1Half Bath(s)2,400SqftBuilt in2020Single Family",2400,0.35,4,3,1,312000
632,"18601 E 253rd StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)3,136SqftBuilt in197819.34AcresSingle Family",3136,19.34,3,2,1,312000
633,"1803 Gore RoadRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,496SqftBuilt in19752.27AcresSingle Family",2496,2.27,3,3,0,312500
634,"506 Wright StreetPleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)2,147SqftBuilt in2018Single Family",2147,0.35,4,3,1,312500
635,"21905 S Hedge Hill DrivePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,600SqftBuilt in19965.9AcresSingle Family",2600,5.9,4,3,0,313000
636,"33905 E 315 StreetGarden City, MO 64747","3Bedrms2Full Bath(s)1Half Bath(s)3,316SqftBuilt in20043AcresSingle Family",3316,3,3,2,1,313470
637,"806 Creekmoor Pond LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,786SqftSingle Family",2786,0.35,4,3,0,314000
638,"309 Cherry Hill DriveBelton, MO 64012","4Bedrms3Full Bath(s)1Half Bath(s)2,457SqftBuilt in2017Single Family",2457,0.35,4,3,1,314500
639,"1411 SW Fairfax RoadLee's Summit, MO 64083","5Bedrms3Full Bath(s)1Half Bath(s)2,995SqftBuilt in2013Single Family",2995,0.35,5,3,1,314900
640,"12501 White Oak StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,600SqftBuilt in2019Single Family",2600,0.35,4,3,0,314900
641,"11702 E 246th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)1Half Bath(s)2,596SqftBuilt in19963AcresSingle Family",2596,3,4,3,1,315000
642,"101 S Eastglen DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,776SqftBuilt in2006Single Family",3776,0.5,4,3,1,315000
643,"20910 Larkspur DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,750SqftBuilt in2019Single Family",1750,0.25,3,2,0,315000
644,"2617 Quail StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)1Half Bath(s)3,093SqftBuilt in2000Single Family",3093,0.5,3,3,1,315000
645,"1012 Cherry Hill CourtBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)3,944SqftBuilt in2003Single Family",3944,0.5,4,3,0,315000
646,"1814 Archer DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,422SqftBuilt in2016Single Family",2422,0.35,4,3,1,315000
647,"26320 S Hickory Hills DriveHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,582SqftBuilt in19882.35AcresSingle Family",2582,2.35,4,3,0,315000
648,"4795 SW Leafwing DriveLee's Summit, MO 64082","2Bedrms3Full Bath(s)0Half Bath(s)3,076SqftBuilt in2005Single Family",3076,0.5,2,3,0,315000
649,"35123 S Austin RoadArchie, MO 64725","5Bedrms3Full Bath(s)0Half Bath(s)2,600SqftBuilt in192080AcresSingle Family",2600,80,5,3,0,315000
650,"1205 SW Waterloo DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,802SqftBuilt in2019Single Family",1802,0.25,3,2,0,315050
651,"916 Doe DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,288SqftBuilt in2019Single Family",2288,0.35,4,3,1,315950
652,"12105 E 203rd StreetRaymore, MO 64083","4Bedrms2Full Bath(s)0Half Bath(s)1,937SqftBuilt in19983AcresSingle Family",1937,3,4,2,0,316000
653,"204 S Lakeshore DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,426SqftBuilt in1995Single Family",2426,0.35,4,2,1,317000
654,"1400 Rylee CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,065SqftBuilt in2019Single Family",2065,0.35,4,3,0,317500
655,"1305 Mission DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,121SqftBuilt in2019Single Family",2121,0.35,4,2,1,317515
656,"728 S Franklin StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,400SqftBuilt in2018Single Family",2400,0.35,4,3,0,318000
657,"934 Hedge Apple PlaceRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,403SqftBuilt in2003Single Family",3403,0.5,4,3,1,318000
658,"823 Cedar Ridge DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,310SqftBuilt in2019Single Family",2310,0.35,3,3,0,318750
659,"312 Crestview CourtRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,652SqftBuilt in2019Single Family",1652,0.25,3,2,0,319000
660,"11706 E 229th StreetPeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)2,006SqftSingle Family",2006,0.35,4,2,1,319900
661,"1530 Wildwood CircleRaymore, MO 64083","3Bedrms3Full Bath(s)1Half Bath(s)3,880SqftBuilt in2004Single Family",3880,0.5,3,3,1,319900
662,"1502 Haystack RoadRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)3,440SqftSingle Family",3440,0.5,4,3,0,319900
663,"817 Blue Grama CourtRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,564SqftBuilt in2019Single Family",2564,0.35,3,3,0,319900
664,"19305 S School RoadRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,684SqftBuilt in19813AcresSingle Family",1684,3,3,2,0,320000
665,"12400 Live Oak CirclePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,431SqftBuilt in2020Single Family",2431,0.35,4,3,0,320000
